Site name,Cat No,Provenance code,X coordinate,Y coordinate,No. of Artefacts,Activity category,act_cat,Material,Material detail,Type,Sub-type,Sub-type,Description,Inscription,Inventory number, Reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase reduced,Building,Finds complex,Location,Gender ,Gender code,Width (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other measurement (cm),Fabric,Published illustration (Schönberger 1978 unless otherwise stated),Published reference (by Witz or Ulbert) and parallels
Oberstimm,B0133,6.991070,133.38249,117.02566,1.00,combat equipment,E,Copper alloy,,Shields,,,"Solid bronze knob with indented edge; long, pierced rivet, of flat rectangular section. According to J. Oldenstein a shield nail.   ",,"1975, 88 ",88,,Planum 1,,Period 1-2,P1_2,P1_2,8,,"Fläche 6,  1m from west",male,Ma,,2.9,,2.3,,,,,Pl. 21,"Feldberg: ORL B no. 10 pl. 6.42. - Novaesium pl. 30.B.42. - Oberdorf: ORL B no. 67 b pl. 2.2. - Pfünz: ORL B Nr. 73 pl. 15.15. - Rheingönheim pl. 29.26. - Saalburg:  L. Jacobi, Das Römerkastell Saalburg bei Homburg v. d. Höhe (1897) pl. 52.2; 52.1 (similar). - Stockstadt: ORL B no. 33 pl. 8.6. - Straubing pl. 98.9; 98.11-13, 18 (similar). - Buciumi pl. 69.47. - Bar Hill: A. Robertson et al., Bar Hill: A Roman Fort and its Finds. Brit. Arch. Reports 16 (1975) 93 fig. 29.9 (similar). "
Oberstimm,B0015,11.991010,127.41777,119.81346,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with leaf of rhomboid section and wide socket.  ,,"1975, 140",140,,Planum 1 ,,Period 1-2,P1_2,P1_2,7,,"Fläche 11,  2m from north and 0.6 m from east",male,Ma,,,,11.6,,,,,Pl. 17,
Oberstimm,B0016,11.991010,127.41777,119.81346,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with leaf of rhomboid section and narrow socket;slit socket?  ,,"1975, 140",140,,Planum 1,,Period 1-2,P1_2,P1_2,7,,"Fläche 11,  2m from north and 0.6 m from east",male,Ma,max. 2.9  ,,,15.8,,,,,Pl. 17,
Oberstimm,B0029,18.991010,114.57577,79.82775,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron, four-sided pyramidal projectile point with slit socket.  ",,"1975, 177 ",177,,"upper levels, until 0.3 m beneath modern surface",,Period 1-2,P1_2,P1_2,F_street,,Fläche 18,male,Ma,,,,7.3,,,,,Pl. 18,
Oberstimm,B0013,19.991110,89.59601,140.77270,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point;  leaf  with flat rhomboid-shaped section; socket damaged.  ,,"1975, 188",188,,beneath Planum l,,Period 1-2,P1_2,P1_2,Unknown,,"Fläche 19, 7 m from north and l m from west",male,Ma,,,,13.5,,,,,Pl. 17,Hofheim pl. 17.8.
Oberstimm,B0126,19.991110,89.59601,140.77270,1.00,combat equipment,E,Copper alloy,,Swords and sheaths,,,"U-shaped arched strip of bronze sheet, probably from a sword scabbard mount; similar to B124.   ",,"1975, 188 ",188,,beneath Planum l,,Period 1-2,P1_2,P1_2,Unknown,,"Fläche 19, 7 m from north and l m from west",male,Ma,0.8,,,4.4,,,,,,
Oberstimm,B0007,27.991070,189.18400,84.00790,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance point with flat willow leaf-shaped leaf; slit socket; point and socket damaged; similar to B4. ,,"1975, 290 ",290,,beneath Planum 1,,Period 1-2,P1_2,P1_2,14,,"Fläche 27,  3.5 m from west and l m from north",male,Ma,max. 5.3   ,,,25.1,,,,,Pl. 17,
Oberstimm,B0129,27.991120,194.87134,86.89070,1.00,combat equipment,E,Copper alloy,,Swords and sheaths,,,Small out-lined bronze ring with running band of waves at the centre.   ,,"1975, 297 ",297,,beneath Planum 1,,Period 1-2,P1_2,P1_2,14,,"Fläche 27, widening to the north",male,Ma,0.8,2.2,,,,,,,Pl. 21,
Oberstimm,B0038,29.990030,208.41724,120.89054,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with long socket; point of hexagonal section.  ,,"1975, 309 ",309,,upper levels until Planum 1,,Period 1-2,P1_2,P1_2,3_Street,,Fläche 29,male,Ma,,,,8.3; point: 3.1 ,,,,,Pl. 18,
Oberstimm,B0039,29.990030,208.41724,120.89054,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with narrow socket; point of hexagonal section.,,"1975, 309",309,,upper levels until Planum 1,,Period 1-2,P1_2,P1_2,3_Street,,Fläche 29,male,Ma,,,,6.4; point: 2.9 ,,,,,Pl. 18,
Oberstimm,B0040,29.990030,208.41724,120.89054,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with long socket; stocky point of hexagonal section..  ,,"1975, 309",309,,upper levels until Planum 1,,Period 1-2,P1_2,P1_2,3_Street,,Fläche 29,male,Ma,,,,6.7; point: 2.7 ,,,,,Pl. 18,
Oberstimm,B0020,29.991020,97.54306,165.56467,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point; leaf with central rib; thin, round sectioned rectangular shaft broken.  ",,"1975, 316",316,,,,Period 1-2,P1_2,P1_2,Fortifications,Finds complex 6,"Fläche 29, fill of the defence trench I",male,Ma,max.  2.6   ,,,9.9,,,,,Pl. 17,Aislingen pl. 27.8.
Oberstimm,B0033,29.991020,97.54306,165.56467,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron, four-sided pyramidal projectile point.  ",,"1975,  316 ",316,,,,Period 1-2,P1_2,P1_2,Fortifications,Finds complex 6,"Fläche 29, fill of the defence trench I",male,Ma,,,,5.4; point: 2.3 ,,,,,Pl. 18,
Oberstimm,B0048,29.991020,97.54306,165.56467,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point; point of hexagonal section; long, thin, cleft socket.  ",,"1975, 321",321,,,,Period 1-2,P1_2,P1_2,Fortifications,Finds complex 6,"Fläche 29, fill of the defence trench I",male,Ma,,,,6.1; point: 2.7 ,,,,,Pl. 18,
Oberstimm,W0039a,99.991050,124.44237,108.95856,2.00,combat equipment,E,Iron,,Javelins,,,Two rectangular iron lance heads with sockets.,,,,,,,Period 1-2,P1_2,P1_2,7,,"Building 7, NW area (Witz 1911 - Area B)",male,Ma,,,,6.5-9 ,,,,,"Witz, 1911, Blatt 4. nos 11-17 (var).","Witz, 1911, 14 no. 39  [B.13, B.34, C.1, J.6, D.16]. In size and form similar to: Hofheim ? Ritterling pl. V lower 29, 30, 32, 34, 35.6 illustrated. "
Oberstimm,W0039b,99.991070,139.157268,109.458729,5.00,combat equipment,E,Iron,,Javelins,,,"Five rectangular iron lance heads with sockets. B.13, B.34, [C.1, J.6, D.16] ",,,,,,,Period 1-2,P1_2,P1_2,7_8,,Building 7-8 (Witz 1911 - Area D and H),male,Ma,,,,6.5-9 ,,,,,"Witz, 1911, Blatt 4. nos 11-17 (var).","Witz, 1911, 14 no. 39  [B.13, B.34, C.1, J.6, D.16]. In size and form similar to: Hofheim ? Ritterling pl. V lower 29, 30, 32, 34, 35.6 illustrated. "
Oberstimm,B0049,2.030050,128.31754,84.39941,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point; point of ten-sided section, split; socket broken.  ",,"1975, 42 ",42,,,,Period 1b-c,P1B_C,P1,6,Finds complex 80,"Fläche 2c, Post trench 5",male,Ma,,,,3.5,,,,,Pl. 18,
Oberstimm,B0005,5.990040,122.25224,106.83070,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance point with willow leaf-shaped leaf; long slit socket broken. similar to B4.,,"1975, 80 ",80,,,,Period 1d,P1D,P1,7,Finds complex 68,"Fläche 5, Pit d",male,Ma,max. 4.3   ,,,27.8,,,,,Pl. 17,
Oberstimm,B0009,5.990040,122.25224,106.83070,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance point; willow leaf-shaped leaf with central ridge; point and socket damaged; similar to B4.,,"1975, 80 ",80,,,,Period 1d,P1D,P1,7,Finds complex 68,"Fläche 5, Pit d",male,Ma,max. 4.2   ,,,18,,,,,Pl. 17,"Esp. Hofheim pl. 17.14, 16."
Oberstimm,B0002,5.990010,123.67782,127.15598,1.00,combat equipment,E,Iron,,Javelins and lances,,,Fragment of a large iron lance point similar to B1;  only  upper part of leaf with central ridge preserved.  ,,"1975, 78 ",78,,,,Period 2,P2,P2,9,Finds complex 91,"Fläche 5, Pit a",male,Ma,,,,23.8,,,,,Pl. 17,
Oberstimm,B0006,5.990050,122.12537,97.97180,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance point with flat leaf without central ridge; only part of the leaf preserved.  ,,"1975, 81",81,,,,Period 2,P2,P2,7,Finds complex 70,"Fläche 5, Well e",male,Ma,max. 5.4   ,,,15.5,,,,,Pl. 17,
Oberstimm,B0058,6.990010,139.02064,112.18584,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance bucket: round socket with remains of wood; damaged.  ,,"1975, 95 ",95,,,,Period 2,P2,P2,"7_ 8 Street, well",Finds complex 69,"Fläche 6, Well a",male,Ma,,,,11.1,,,,,Pl. 18,"Longthorpe: Britannia 5, 1974, 77 fig. 41.12. - Aislingen pl. 27.20-23. - Augsburg-Oberhausen II pl. 6. 8-17. - Burghöfe pl. 53.26. - Hofheim pl. 17.67-77. - Hüfingen: ORL B no. 62a pl. 12.59. - Lorenzberg pl. 3.3 a. - Novaesium pl. 31.A.14. - Rheingönheim pl. 46.32-37 (p.52 further literature). - Rißtissen I pl. 30.498-499. - Rottweil pl. 81.7. - Straubing pl. 107.16-19. - Aquae II 91 fig. 2.31."
Oberstimm,B0131,8.990040,159.08780,87.34179,1.00,combat equipment,E,Copper alloy,,Swords and sheaths,,,Small bronze sword scabbard knob with lead filling; similar to B130.   ,,"1975, 130",130,,,,Period 2,P2,P2,6,Finds complex 89,"Fläche 8, Pit d",male,Ma,,1.6,0.9,,,,,,Pl. 21,
Oberstimm,B0019,19.990030,96.29095,140.74212,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Probably fragment of an iron projectile point; long, thin socket ending in an arched leaf; or perhaps a tool of unknown use.  ",,"1975, 197",197,,,,Period 2,P2,P2,"Building 3?, well",Finds complex 51,"Fläche 19, Well c",male,Ma,,,,11.8,,,,,,Burghöfe pl. 53.19. - Unterkirchberg pl. 67.24.
Oberstimm,B0024,19.990030,96.29095,140.74212,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point with long, narrow socket.  ",,"1975, 197 ",197,,,,Period 2,P2,P2,"Building 3?, well",Finds complex 51,"Fläche 19, Well c",male,Ma,,,,7.8; point: 3.8 ,,,,,Pl. 18,
Oberstimm,B0046,24.990010,182.09169,101.67511,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point; point of hexagonal section; long, thin socket closed.  ",,"1975, 248",248,,,,Period 2,P2,P2,12,Finds complex 114,"Fläche 24, Pit a",male,Ma,,,,5.4,,,,,Pl. 18,
Oberstimm,B0018,1.021010,112.25258,86.71386,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with flat leaf without central ridge; leaf edges not flattened. half-made?  ,,"1975, 11",11,,beneath Planum 1,,Period 1?,ZP1,ZP1,1_street,,Fläche 1b,male,Ma,max. 2.2   ,,,11.2,,,,,Pl. 17,
Oberstimm,B0059,2.031010,130.82656,88.58111,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance bucket: point of rectangular section; similar to B58.,,"1975, 36",36,,beneath Planum 1,,Period 1?,ZP1,ZP1,6_Street,,Fläche 2c,male,Ma,,2.8,,max: 11.7,,,,,Pl. 18,
Oberstimm,B0124,2.031010,130.82656,88.58111,1.00,combat equipment,E,Copper alloy,,Swords and sheaths,,,"Fragment of a bronze Gladius chape-end; the angled, converging edge reinforcing, which is U-shaped, ends in three transverse ridges and a plastic knob, which is filled with lead.  ",,"1975, 36 ",36,,beneath Planum 1,,Period 1?,ZP1,ZP1,6_Street,,Fläche 2c,male,Ma,,Knob: 1.5 ,,10.6,,,,,Pl. 21,"G. Ulbert, Gladii aus Pompeji. Germania 47, 1969, 97ff. (with finds list) .- Verulamium: Arch. Journal 115, 1958, 93 fig. 7.200. - Asciburgium I 86 fig. 65.5. - Kempten I pl. B.26."
Oberstimm,B0134,12.991020,134.33583,108.33348,1.00,combat equipment,E,Copper alloy,,Shields,,,"Solid bronze knob with indented edge; wide, pierced rivet shaft of flat rectangular section; similar to B133.   ",,"1975, 149",149,,unter Planum 2,,Period 1?,ZP1,ZP1,7,Finds complex 68 a,"Fläche 12, east wall foundation of praetorium",male,Ma,,2.9 - 3.1  ,,2.2,,,,,Pl. 21,
Oberstimm,B0027,12.991030,141.35416,108.23322,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point; point of square section; slit socket.  ,,"1975, 148 ",148,,beneath Planum 1,,Period 1?,ZP1,ZP1,"7_8, Street",,"Fläche 12, middle of Fläche",male,Ma,,,,8.3; point: 4 ,,,,,Pl. 18,
Oberstimm,B0128,19.991070,90.73406,133.61922,1.00,combat equipment,E,Copper alloy,,Swords and sheaths,,,Small out-lined bronze ring from a sword hilt guard; similar to B127.   ,,"1975, 191 ",191,,beneath Planum 1,,Period 1?,ZP1,ZP1,Unknown,,"Fläche 19, 6m from west towards south profile",male,Ma,,2,,,,,,,Pl. 21,
Oberstimm,B0017,22.991150,86.13972,100.48139,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point; badly corroded, probably with central rib; socket only partly preserved.  ",,"1975, 233 ",233,,beneath Planum 1,,Period 1?,ZP1,ZP1,1-fortifications,,Fläche 22,male,Ma,,,,8.9,,,,,Pl. 17,
Oberstimm,B0035,22.991150,86.13972,100.48139,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point, four-sided pyramidal; long, thin socket.  ",,"1975, 233 ",233,,beneath Planum 1,,Period 1?,ZP1,ZP1,1-fortifications,,Fläche 22,male,Ma, ,,,7.3; point: 3.2 ,,,,,Pl. 18,
Oberstimm,B0043,22.991150,86.13972,100.48139,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point with long, narrow socket.  ",,"1975, 233",233,,beneath Planum 1,,Period 1?,ZP1,ZP1,1-fortifications,,Fläche 22,male,Ma,,,,8.6; point: 3.2 ,,,,,Pl. 18,
Oberstimm,B0003,1.011030,122.43975,86.93753,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron lance point; fragment; only part of leaf, of rhomboid section, preserved.  ",,"1975, 1",1,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 1a,male,Ma,max. 5.4   ,,,17.9,,,,,Pl. 17,
Oberstimm,B0023,1.011030,122.43975,86.93753,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point, probably of a pilum; perhaps a working piece; thin shaft broken.  ",,"1975, 1",1,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 1a,male,Ma,,,,7.1,,,,,Pl. 18,
Oberstimm,B0060,1.011030,122.43975,86.93753,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance bucket: point broken.  ,,"1975, 1 ",1,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 1a,male,Ma,,2.4,,max: 7.9,,,,,Pl. 18,
Oberstimm,B0012,2.021010,131.07254,79.08619,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance point; two fragments.  ,,"1975, 28 ",28,,upper levels,,Period 1-2?,ZP1_2,P1_2,5_6,,Fläche 2b,male,Ma,,,,11.6 and 5.6 ,,,,,Pl. 17,
Oberstimm,B0014,2.021010,131.07254,79.08619,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point; fragment.  ,,"1975, 28 ",28,,upper levels,,Period 1-2?,ZP1_2,P1_2,5_6,,Fläche 2b,male,Ma,,,,7.7,,,,,Pl. 17,
Oberstimm,B0031,2.031010,130.82656,88.58111,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point with long, narrow socket.  ",,"1975, 35 ",35,,upper levels,,Period 1-2?,ZP1_2,P1_2,6_Street,,Fläche 2c,male,Ma,,,,6.7,,,,,Pl. 18,
Oberstimm,B0036,2.031010,130.82656,88.58111,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point with long, narrow slit socket; badly preserved.  ",,"1975, 35",35,,upper levels,,Period 1-2?,ZP1_2,P1_2,6_Street,,Fläche 2c,male,Ma,,,,8.5,,,,,Pl. 18,
Oberstimm,B0037,2.031010,130.82656,88.58111,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with slit socket; badly preserved.  ,,"1975, 35 ",35,,upper levels,,Period 1-2?,ZP1_2,P1_2,6_Street,,Fläche 2c,male,Ma,,,,6.8,,,,,Pl. 18,
Oberstimm,B0041,2.031010,130.82656,88.58111,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with narrow socket; damaged.  ,,"1975, 35 ",35,,upper levels,,Period 1-2?,ZP1_2,P1_2,6_Street,,Fläche 2c,male,Ma,,,,6.4,,,,,Pl. 18,
Oberstimm,B0026,2.041010,130.20103,108.78677,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron, four-sided  pyramidal  projectile point with slit socket. Thin point and robust socket.  ",,"1975, 43",43,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,Flächen 2d-g,male,Ma,,Largest socket: 1.5  ,,8.8; point: 3.4 ,,,,,Pl. 18,Rheingönheim pl. 46.12-13.
Oberstimm,B0032,4.991080,99.88170,78.81137,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron projectile point with four-sided pyramidal point and closed socket.  ,,"1975, 70 ",70,,excavated material,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 4,male,Ma,,,,6.5; point: 3.1 ,,,,,Pl. 18,
Oberstimm,B0125,5.991020,122.01542,120.84757,1.00,combat equipment,E,Copper alloy,,Swords and sheaths,,,"Fragment of a  bronze Gladius chape-end; only on part the edge reinforcing, of U-shaped arched bronze sheet, preserved; similar to B124. ",," 1975, 72",72,,upper levels,,Period 1-2?,ZP1_2,P1_2,5,,Fläche 5 E,male,Ma,,,,7.4,,,,,Pl. 21,
Oberstimm,B0127,6.991060,146.99000,112.29261,1.00,combat equipment,E,Copper alloy,,Swords and sheaths,,,"Fragment of a bronze sword hilt guard; out-lined loop preserved with part of the hilt guard reaching obliquely over the scabbard; tin-plated(?). Published report of the RGZM Mainz has not provided eivdence of a ""Vertinung"", but also has not ruled it out. The fragment's alloy consists of a brass-bronze, containing some 1% silver.  ",,"1975, 86 ",86,,upper levels ,,Period 1-2?,ZP1_2,P1_2,7_8,,"Fläche 6, between 10 and 20 m from west, south corner",male,Ma,1.2,,,3.1,,,,,Pl. 21,"Ulbert, Germania 47,1969, 97ff., esp. pl. 33. - Broxtowe (Nottingham): Arch. Journal 115, 1958, 71 fig. 3.7. - Aislingen pl. 18.18-19. - Mainz (so-called sword of Tiberius): Jahrb. RGZM 17, 1970, pl. 8. - Novaesium pl. 30.A.36. - Rheingönheim pl. 31.3."
Oberstimm,B0001,8.991160,141.15299,88.96737,1.00,combat equipment,E,Iron,,Javelins and lances,,,Large iron lance point; standard? leaf with slightl central ridge; slit socket.  ,,"1975,  106 ",106,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 8,male,Ma,max. 10.8   ,,,48,,,,,Pl. 17,
Oberstimm,B0030,8.991160,141.15299,88.96737,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point with long, narrow slit socket; hammered underneath.  ",,"1975, 106 ",106,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 8,male,Ma,,,,6.9; point: 3.1 ,,,,,Pl. 18,
Oberstimm,B0010,9.991030,135.21269,83.68450,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Fragment of a iron lance point;  only the lower  part of leaf, to the conversion to the socket preserved.  ",,"1975, 131",131,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 9,male,Ma,max. 4.7  (preserved)  ,,,9,,,,,,
Oberstimm,B0044,9.991030,135.21269,83.68450,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point; point of hexagonal section; long, thin slit socket.  ",,"1975, 131",131,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 9,male,Ma, ,,,6.9; point: 3.2 ,,,,,Pl. 18,
Oberstimm,B0021,13.991020,118.02391,109.88465,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Four-sided pyramidal, iron projectile point of a pilum; thin shaft, of rectangular section.  ",,"1975, 153",153,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,Fläche 13,male,Ma,,,,10.3; point: 3.5 ,,,,,Pl. 18,Rheingönheim pl. 46.1-3 (p.51 further literature).
Oberstimm,B0130,15.991020,114.53532,98.69441,1.00,combat equipment,E,Copper alloy,,Swords and sheaths,,,Thin slightly arched bronze sheet with incised decoration in the form of a palmette pattern; upper end of  sword scabbard mount of a gladius of Pompeian type.  ,,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium",male,Ma,1.7,,,2.3,,,,,Pl. 21,"Ulbert, Germania 47, 1969, 97ff."
Oberstimm,B0042,15.991040,106.40897,111.31323,1.00,combat equipment,E,Iron,,Javelins and lances,,,"Iron projectile point with long, narrow socket.  ",,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male,Ma,,,,7.7; point: 3 ,,,,,Pl. 18,
Oberstimm,B0011,19.991200,96.98762,138.46443,1.00,combat equipment,E,Iron,,Javelins and lances,,,Iron lance or spear point; badly corroded and bent; socket only partly preserved.  ,,"1975, 182 ",182,,upper levels,,Period 1-2?,ZP1_2,P1_2,3?,,Fläche 19,male,Ma,max. 3   ,,,17.5,,,,,Pl. 17,
