Site name,Cat No,Provenance code,X coordinate,Y coordinate,No. of Artefacts,Activity category,act_cat,Material,Material detail,Type,Sub-type,Sub-type,Description,Inscription,Inventory number, Reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase reduced,Building,Finds complex,Location,Gender ,Gender code,Width (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other measurement (cm),Fabric,Published illustration (Schönberger 1978 unless otherwise stated),Published reference (by Witz or Ulbert) and parallels
Oberstimm,B0179,1.031010,104.99347,86.99853,1.00,horse equipment,H,Copper alloy,,Fasteners,,,Fragment of a bronze strap fitting; probably originally strap slide similar to B178; thin bronze sheet with two circular depressions around both rivet holes; slightly outlined between .  ,,"1975, 19",19,,upper levels,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 1c,N/A,U,max. 1.5 ,,,4.1,,,,,Pl. 23,"Silchester: Archaeologia 102, 1959, 43 fig. 5.17, 19 (similar). - Asciburgium I 93 fig. 71.2. - Burghöfe pl. 51. 7; Bayer. Vorgeschbl. 34, 1969, 58 fig. 2. 6. - Hofheim pl. 13.17, 19."
Oberstimm,B0195,1.031010,104.99347,86.99853,1.00,horse equipment,H,Copper alloy,,Fasteners,,,Small bronze strap slide; badly corroded; small slide hammered above and equipped with a rivet hole.  ,,"1975, 19",19,,upper levels,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 1c,N/A,U,0.8,,,2.4,,,,,Pl. 23,
Oberstimm,B0210,5.991080,121.72848,95.74099,1.00,horse equipment,H,Copper alloy,,Bridles,,,Fragment of a bronze bit of a bridle; round-sectioned bronze piece with of a semi-circular notch and a hole.  ,,"1975, 82",82,,excavated material,,Period 1-2?,ZP1_2,P1_2,5_6_7_9,,Fläche 5,N/A,U,,1.1,,7.3,,,,,Pl. 24,"Aislingen pl. 22.2. - Asciburgium I 93 fig. 71.4.- Augsburg-Oberhausen II pl. 26.2. - Hofheim pl. 19.5-11 and Nass. Ann. 34, 1904, pl. 3.61-62. - Novaesium pl. 30.A.51. - Rheingönheim pl. 35.13. - Vindonissa 38 fig. 10.114."
Oberstimm,B0201,7.991010,135.12624,103.10676,1.00,horse equipment,H,Copper alloy,,Discs,,,"Solid bronze disc, phalera from horse harness; silver plated and with niello inlay; cup-shaped disc with arched edge with groove decoration; inside leaf-like inlay with dots; rivet hole in the centre; loop (damaged) on the under side and originally two thin bronze bars to fasten the phalera. Also similar to B200.    ",,"1975, 101 ",101,,upper levels,,Period 1-2?,ZP1_2,P1_2,8,,"Fläche 7,  3m from west and 1.5 m from north",N/A,U,,3.8,,,,,,,Pl. 24,"Wroxeter III pl. 18.30. - Camulodunum: Arch. Journal 115, 1958, 77 fig. 4.77."
Oberstimm,B0202,8.991160,141.15299,88.96737,1.00,horse equipment,H,Copper alloy,,Discs,,,"Solid bronze disc, phalera from horse harness; disc cast with raised, indented edge and outlined central knob; wide, robust loop cast together; on the rear side two slightly trapezoidal mounted bronze bars to fasten the phalera.   ",,"1975, 106",106,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 8,N/A,U,,3.8,,,,,,,Pl. 24,Doorwerth: Oudheidk. Mededelingen Suppl. zu N. R. 12 (1931) 4 fig. 3 (similar).
Oberstimm,B0177,15.991020,114.53532,98.69441,1.00,horse equipment,H,Copper alloy,,Fasteners,,,"Narrow out-lined bronze fitting; narrow rectangular recess in the centre;. at the top on the under side a rivet shaft, below a thin round plate with rivet hole, probably for einen capped rivet.  ",,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium",N/A,U,0.9 - 1.6   ,,,6.5,,,,,Pl. 23,Hofheim pl. 13.18-19 (similar). - Hüfingen: ORL B no. 62a Taf 11.12 (similar). - Rißtissen I pl. 23.356 (similar). - Aquae I 56 fig. 5.42.
Oberstimm,B0180,15.991020,114.53532,98.69441,1.00,horse equipment,H,Copper alloy,,Fasteners,,,Fragment of a bronze strap fitting; only a small flat end piece with grooved edges and circular depression for rivet (probably cap rivet) and rivet hole preserved.   Similar to B178-179.,,"1975, 162",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium",N/A,U,1.4,,,2.1,,,,,Pl. 23,Burghöfe pl. 51.7.- Rißtissen II pl. 64.4.
Oberstimm,B0193,15.991020,114.53532,98.69441,1.00,horse equipment,H,Copper alloy,,Fasteners,,,"Fragment of a pierced, worked, bronze fitting with hook or loop; piercings kidney-shaped with bronze sheet behind.  ",,"1975, 162 ",162,,excavated material,,Period 1-2?,ZP1_2,P1_2,7,,"Fläche 15, southwest part of praetorium",N/A,U,2.6,,,3.2,,,,,Pl. 23,
Oberstimm,B0187,16.991010,110.38413,92.24486,1.00,horse equipment,H,Copper alloy,,Fasteners,,,Fragment of a bronze strap fitting or strap slide; narrow rectangular with oval extension with large rivet hole; on the under sideremains of a rivet shaft preserved.  ,,"1975, 170 ",170,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_6,,Fläche 16,N/A,U,1.2 or 1.7   ,,,4.9,,,,,Pl. 23,"Aislingen pl. 18.1-3 (similar). - Dangstetten: Ber. RGK 51-52, 1970-1971, 224 fig. 11.13. - Rheingönheim pl. 28.24-26 (similar). - Rißtissen II pl. 62.1-2 (similar). - Vindonissa 37 fig. 9.94 (similar)."
Oberstimm,B0196,21.991030,90.47124,91.39444,1.00,horse equipment,H,Copper alloy,,Fasteners,,,"Small, narrow bronze fitting piece with traces von ""Vertinung""; on the under side a rivet shaft.  ",,"1975, 216 ",216,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_fortifications,,Fläche 21,N/A,U,1,,,4.5,,,,,Pl. 23,
Oberstimm,B0203,21.991030,90.47124,91.39444,1.00,horse equipment,H,Copper alloy,,Discs,,,"Solid bronze disc, phalera from horse harness; disc with reinforced, concave edge with central boss; on the rear side four bronze bars, attached with bronze wire ring.   ",,"1975, 216 ",216,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_fortifications,,Fläche 21,N/A,U,,7.2,,,,,,,Pl. 24,
Oberstimm,B0185,22.991050,82.58632,107.16430,1.00,horse equipment,H,Copper alloy,,Fasteners,,,"Fragment of a bronze fitting, equipped with four cap rivets (in one a brass-coloured small washer preserved); in between a hollow central boss with two transverse ridges; perhaps a fragment of a strap slide from horse harness, perhaps also ending in a toggle;  fragment may belong to horse harness or a sword strap hook similar to Hofheim pl. 12.14, 20.  ",,"1975, 232 ",232,,upper levels,,Period 1-2?,ZP1_2,P1_2,fortifications,,"Fläche 22, widening to the north",N/A,U,1.5,,,2.5,,,,,Pl. 23,"Gloucester: Arch. Journal 115, 1958, 81 fig. 5.101. - London: Small finds from Walbrook 1954-1955. Guildhall Museum Publication (n.d. prob. 1960) 9 pl. 3.7. - Newstead pl. 76.6. - Richborough IV pl. 54, 222. - Wroxeter III pl. 21 fig. 2.1. - Asciburgium I 93 fig. 71.1; 94 fig. 72. - Hofheim pl. 12.14, .20. - Hüfingen: ORL B no. 62 a pl. 11.58. - Novaesium pl. 30.A. 6. - Rottweil pl. 72.7."
Oberstimm,B0182,35.991010,187.50501,95.07407,1.00,horse equipment,H,Copper alloy,,Fasteners,,,"Strap slide of thin bronze sheet, probably strap part from horse harness; out-lined fitting with two rivet holes; slide of fitting separated by a hollow transverse bulge with indented decoration; slide somewhat stronger than the fitting part and decorate dwith four punched circles.  ",,"1975, 352",352,,upper levels,,Period 1-2?,ZP1_2,P1_2,Street,,"Fläche 35, l m from north and 2 m from west",N/A,U,max. 1.3   ,,,5.8,,,,,Pl. 23,"Lincoln: Journal Rom. Stud. 39, 1949, pl. 10.a. - London: Arch. Journal 115, 1958, 87 fig. 6.153. - Newstead pl. 74.6. - Verulamium II 133 fig. 40.124. - Gelduba-Gellep: Paar and Rüger in: Beitr. z. Arch. röm. Rheinlands 2. Rhein. Ausgr. 10 (1971) 308 fig. 22.22. - Hofheim: Nass. Ann. 34, 1904, pl. 3.11 - Hüfingen: ORL B Nr. 62 a pl. 11.54, 57. - Gomadingen: Fundber. Baden-Württemberg 2, 1975, pl. 253.C.1. - Novaesium pl. 30.A.9. - Rheingönheim pl. 35.8. - Rißtissen I pl. 23.356. - Rottweil pl. 34.6. - Straubing pl. 99.4a-b, 5a-b. - Buciumi pl. 114.28."
Oberstimm,B0533,11.994260,126.16449,118.00875,1.00,horse equipment,H,Iron,,Axle pins,,,Anchor-shaped axle pin of a wagon; produced from quadrangular iron rod.  ,,"1975, 142 ",142,,,,Period 1d?,ZP1D,P1,7,Finds complex 59,"Fläche 11, wall foundation 426, perhaps from Pit 2f/a",N/A,U,max. 8.9   ,,,12.1,,,,,Pl. 34,"London, Walbrook: Small finds from Walbrook 1954-1955. Guildhall Mus. Publ. (n.d. probably 1960) 17 pl. 7.1. -  London: Verulamium 1217 fig. 4. - Newstead pl. 70.1, 3, 6.  - Verulamium I 217 fig. 2. - Frenz: Bonner Jahrb. 128, 1923, pl. 4.5. -  Köln, Braunsfeld: Ebd. 135, 1930, 135 fig. 14.20. - Pfünz: ORL B no. 73 pl. 17.24-25. - Regensburg, Kumpfmühl: Bayer. Vorgeschbl. 21, 1956, 305 fig. 80.10. - Straubing pl. 132.20."
Oberstimm,B0050,2.070010,131.32756,127.05031,1.00,miscellaneous equipment,MQ,Iron,,Bolts and pegs,,,Iron peg; of rectangular section. ,,"1975, 53 ",53,,,,Period 2,P2,P2,"9, Well a",Finds complex 90,"Fläche 2g, Well a",male,Ma,,,,7.5,,,,,Pl. 18,"Aislingen pl. 27.33, 35. - Burghöfe pl. 53.8."
Oberstimm,B0052,1.011030,122.43975,86.93753,1.00,miscellaneous equipment,MQ,Iron,,Bolts and pegs,,,Iron peg or filter.  ,,"1975, 3 ",3,,unter Planum 2,,Period 1?,ZP1,ZP1,6,,Fläche 1a,male,Ma,,2.8,,max: 10.2,,,,,Pl. 18,Rheingönheim pl. 48.10 (p.53 further literature). - Augsburg Oberhausen II pl. 5. 26; 8.3. - Vindonissa 34 fig. 6.31.
Oberstimm,B0051,2.041010,130.20103,108.78677,1.00,miscellaneous equipment,MQ,Iron,,Bolts and pegs,,,Iron peg; four-sided pyramidal.  similar to B50.,,"1975, 43 ",43,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,Flächen 2d-g,male,Ma,,,,9.8,,,,,Pl. 18,
Oberstimm,L0008,3.000000,70.00000,50.00000,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 54 ",54,,,,Period 1-2,P1_2,P1_2,Fortifications,Finds complex 3,"Fläche 3, fill of the defence trench",male,Ma,,,,,,,,,,
Oberstimm,L0009,4.991080,99.88170,78.81137,5.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"Five iron slag pieces; among which one was analysed:  a 15 x 13 x 7 cm skull-shaped slag 'cake', which in section (cut with a diamond saw) shows  outside a grey-blue, blistered slag matrix a kernel of soft iron sponge; the piece can be characterised as a small iron lump embedded in slag; the upper surface shows partly glassy solidification, partly earth brown weathering.  ",,"1975, 62 ",62,,beneath Planum 1,,Period 1-2,P1_2,P1_2,1,,Fläche 4,male,Ma,,,,,,,,,,
Oberstimm,L0016,19.991110,89.59601,140.77270,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 188 ",188,,beneath Planum l,,Period 1-2,P1_2,P1_2,Unknown,,"Fläche 19, 7 m from north and l m from west",male,Ma,,,,,,,,,,
Oberstimm,L0030,27.990010,188.77850,83.08813,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 304 ",304,,Planum 2,,Period 1d-2,P1_2,P1_2,Street,,"Fläche 27, above Depression a",male,Ma,,,,,,,,,,
Oberstimm,L0029,27.991020,192.49497,83.06536,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 300 ",300,,Planum 2,,Period 1-2,P1_2,P1_2,14,,"Fläche 27, Planum 2 between 5 m and 7 m from east",male,Ma,,,,,,,,,,
Oberstimm,L0027,27.991140,192.41745,83.09532,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 285 ",285,,upper levels until Planum 1,,Period 1-2,P1_2,P1_2,14_Street,,Fläche 27,male,Ma,,,,,,,,,,
Oberstimm,L0031,29.991020,97.54306,165.56467,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 316 ",316,,,,Period 1-2,P1_2,P1_2,Fortifications,Finds complex 6,"Fläche 29, fill of the defence trench I",male,Ma,,,,,,,,,,
Oberstimm,W0034,99.991070,139.157268,109.458729,5.00,stone and metal working,SM,Iron slag and casting tiles,,Indeterminate,,," Altogether c. 0.1 kg of unidentifiable bronze and slag [A,  B, C, F and J ].",,,,,,,Period 1-2,P1_2,P1_2,7_8,,"Building 7-8 (Witz 1911 - Areas B, C, F and  J)",male,Ma,,,,,,,,,,"Witz, 1911, 14 no. 34 [A,  B, C, F and J]"
Oberstimm,L0010a,4.991060,98.96937,83.23784,16.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"16 iron slag peices; of which two are analysed: a heavy, thick, dark brown slag fragment with earthy weathering crust (7 x 5 x 4 cm; only this fragment investigated); a further porous piece with large blisters on the upper surface and cavities (burnt out coal?); large flat middle grey cakes, in section  8 x 6 x 3 cm, and seemingly homogeneous. ",,"1975, 68 ",68,,,,Period 1a-c,P1A_C,P1,1,Finds complex 13,"Fläche 4, upper part of basin in fabbrica",male,Ma,,,,,,,,,,
Oberstimm,L0010b,4.991060,98.96937,83.23784,3.00,stone and metal working,SM,Iron slag and casting tiles,,Crucibles,,,"Three tile fragments; one piece is a small, convex-concave tile(?) fragment (4 x 3 x 1cm);  the convex outer surface is scorified black glaze; an association of this fragment with the smelting von iron ore ist not unlikley; the fragment of a tile can be used in the smelting of alloyed metal;  the evidence of this smelting is confirmed on concave inner side which show metal remains of slag.",,"1975, 68 ",68,,Planum 2,,Period 1a-c,P1A_C,P1,1,Finds complex 13,"Fläche 4, upper part of basin in fabbrica",male,Ma,,,,,,,,,,
Oberstimm,L0022,19.991090,87.35807,138.97138,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"Two iron slag pieces, of which was analysed: one 7 x 6 x 5 cm irregularly-formed fragment, solidified partly blistered and porous, partly glassy smooth; outside and inside badly weathered; with coal and Quarz inclusions.  ",,"1975, 211 ",211,,,,Period 1a-c,P1A_C,P1,B?,Finds complex 44,"Fläche 19, large depression in west part (Trench 1-m - not recorded in fig. 33)",male,Ma,,,,,,,,,,
Oberstimm,L0020,19.991090,87.35807,138.97138,20.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"20 iron slag pieces, of which was analysed: one sample (6 x 6 x 4 cm) with of a sich slightly detached, porous swollen outer layer; inner part thick and homogeneous; the porous outer layer and the thick sampled inner part were investigated separately.  ",,"1975, 208 ",208,,,,Period 1a-d,P1A_D,P1,B?,Finds complex 44,"Fläche 19, large depression in west part (Trench 1-m - not recorded in fig. 33)",male,Ma,,,,,,,,,,
Oberstimm,L0021,19.991090,87.35807,138.97138,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"Two iron slag pieces, of which was analysed: one 13 x 11 x 5cm slag 'cake'; outside partly weathered brown, partly glassy-polished; inside grey-brown streaks and layers, which are variously badly gas affected; numerous strange inclusions (mainly coal remains to more than 1 mm in size); comparatively heavy.  ",,"1975, 210 ",210,,,,Period 1a-d,P1A_D,P1,B?,Finds complex 43,"Fläche 19, large depression in west part, Trench n-o",male,Ma,,,,,,,,,,
Oberstimm,L0017,19.990020,93.65915,144.27389,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"Typical, iron rich, badly weathered iron slag (13 x 10 x 6cm) of very heterogeneous character; besides large coal remains on the edges iron sponge is evident in the tested inner partly; the piece include a central part between slag and lump; from the powder of the material a small amount of metallic iron is isolated.",,"1975, 196 ",196,,,,Period 1b-c,P1B_C,P1,3,Finds complex 38,"Fläche 19, Pit b",male,Ma,,,,,,,,,,
Oberstimm,L0019,19.990050,93.45666,137.50410,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"Two iron slag pieces, of which was analysed:one  7 x 7 x 3,5 cm slag piece; outside brown oxidised; fresh cut surface metallic grey, composition thick and heavy, with small blisters from extracted gas.  ",,"1975, 199 ",199,,,,Period 1b-c,P1B_C,P1,3,Finds complex 39,"Fläche 19, Pit e",male,Ma,,,,,,,,,,
Oberstimm,L0028,27.991140,192.41745,83.09532,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 298 ",298,,Planum 2,,Period 1c-2,P1C_2,P1_2,14_Street,,Fläche 27,male,Ma,,,,,,,,,,
Oberstimm,L0018,19.990030,96.29095,140.74212,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"Two iron slag fragments, of which was analysed: one badly weathered 8x6x4 cm slag pieces with large coal inclusions; small and large blisters; relatively uniformly grey brown with 1mm iron particles.  ",,"1975, 197 ",197,,,,Period 2,P2,P2,"Building 3?, well",Finds complex 51,"Fläche 19, Well c",male,Ma,,,,,,,,,,
Oberstimm,L0023,21.990020,87.57700,94.64126,15.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"15 iron slag pieces, of which three pieces were analysed:  L23 light: 6 x 4 x 3cm badly porous slag glass, outside blue-grey with streaks, fresh break blister cavities with mineral formations (calcite?); L23 heavy 1: relatively heavy 5 x 7 x 4cm piece with cell-like upper surface weathering (burnt out coal scraps), in fresh break blue black, crystaline, blistered and penetrated with channels from extracted gas;  L23, heavy II: irregularly hardened, 11 x 7 x 6cm  slag flat cakes, showing melted texture; similar character outside and inside  (excpet for greater thickness) to sample L23 light.  ",,"1975, 224 ",224,,,,Period 2,P2,P2,D_E_F,Finds complex 22,"Fläche 21, Pit b",male,Ma,,,,,,,,,,
Oberstimm,L0014,16.990060,110.38413,92.24486,3.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"Three iron slag pieces; of which was analysed: one 7 x 6 x 3 cm irregular, hardened slag piece with partly flat, partly holey upper surface; melted texture discernible; cut section shows various large blisters inclusions of coal and mineral fragments; the latter probably from oven mantel.  ",,"1975, 174 ",174,,,,Period 2 or later,P2_L,ZP2,Street,Finds complex 29,"Fläche 16, posthole 6",male,Ma,,,,,,,,,,
Oberstimm,L0002,1.011030,122.43975,86.93753,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,painted,,Iron slag.  ,,"1975, 3 ",3,,unter Planum 2,,Period 1?,ZP1,ZP1,6,,Fläche 1a,male,Ma,,,,,,,,,,
Oberstimm,L0025,22.991150,86.13972,100.48139,6.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 233 ",233,,beneath Planum 1,,Period 1?,ZP1,ZP1,1-fortifications,,Fläche 22,male,Ma,,,,,,,,,,
Oberstimm,L0001,1.011030,122.43975,86.93753,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,painted,,Iron slag.  ,,"1975, 1 ",1,,upper levels,,Period 1-2?,ZP1_2,P1_2,6,,Fläche 1a,male,Ma,,,,,,,,,,
Oberstimm,L0003,1.021010,112.25258,86.71386,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 10 ",10,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_street,,Fläche 1b,male,Ma,,,,,,,,,,
Oberstimm,L0004,1.031010,104.99347,86.99853,3.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 19 ",19,,upper levels,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 1c,male,Ma,,,,,,,,,,
Oberstimm,L0005,1.041010,96.90067,85.90052,4.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 22 ",22,,upper levels,,Period 1-2?,ZP1_2,P1_2,1,,Fläche 1d,male,Ma,,,,,,,,,,
Oberstimm,L0006,2.011010,129.49825,69.05011,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 27 ",27,,,,Period 1-2?,ZP1_2,P1_2,4_5,,Fläche 2a,male,Ma,,,,,,,,,,
Oberstimm,L0011,5.991020,122.01542,120.84757,3.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Three iron slag pieces.  ,,"1975, 71 ",71,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,"Fläche 5, northern half",male,Ma,,,,,,,,,,
Oberstimm,L0012a,13.991020,118.02391,109.88465,4.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,"Four iron slag pieces; pieces of alloyed metal; of which were analysed: one alloy piece (4 x 2,5 x l cm; c. 30 g);  upper surface partly green, partly corroded black-brown; probably metal remains from a crucible. ",,"1975, 153 ",153,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,Fläche 13,male,Ma,,,,,,,,,,
Oberstimm,L0012b,13.991020,118.02391,109.88465,4.00,stone and metal working,SM,Iron slag and casting tiles,,Crucibles,,,"Four tile fragments: one (6.5 x 6cm; wall thickness 1.0 - 1.8cm; MUNSELL colour from a fresh break in the wall: 10 YR4/1 = dark grey) seems to be the pointed conical-shaped half of a tile base; the original height of the tile would have been 10 - 15cm, with a frame capacity of  50 - l00ccm; from the earth brown inner wall of the sherd minute slag remains (10 - 15mg) can be removed for analysis with a fine grinding tool.  ",,"1975, 153 ",153,,upper levels,,Period 1-2?,ZP1_2,P1_2,7_9,,Fläche 13,male,Ma,,,,,,,,,,
Oberstimm,L0013a,15.991040,106.40897,111.31323,2.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Two iron slag fragments.  ,,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male,Ma,,,,,,,,,,
Oberstimm,L0013b,15.991040,106.40897,111.31323,1.00,stone and metal working,SM,Iron slag and casting tiles,,Crucibles,,,Tile fragment.  ,,"1975, 159 ",159,,upper levels,,Period 1-2?,ZP1_2,P1_2,1_2_7,,Fläche 15,male,Ma,,,,,,,,,,
Oberstimm,B0514,19.991200,96.98762,138.46443,1.00,stone and metal working,SM,Iron,,Tongs,,,Iron tongs; the iron rivet that holds both arms together sits in  a bronzesocket; fragment.  ,,"1975, 182 ",182,,upper levels,,Period 1-2?,ZP1_2,P1_2,3?,,Fläche 19,male,Ma,,,,19.5,,,,,Pl. 34, Jacobi in: Ausgr. in Manching 5 (1974) pls 2; 3 have a different form.
Oberstimm,L0015,19.991200,96.98762,138.46443,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.  ,,"1975, 182 ",182,,upper levels,,Period 1-2?,ZP1_2,P1_2,3?,,Fläche 19,male,Ma,,,,,,,,,,
Oberstimm,L0024,22.991040,82.53734,105.59711,2.00,stone and metal working,SM,Iron slag and casting tiles,,Crucibles,,,Two crucible fragments.  ,,"1975, 231 ",231,,upper levels,,Period 1-2?,ZP1_2,P1_2,Street,,"Fläche 22, in area of the gate",male,Ma,,,,,,,,,,
Oberstimm,B0512,26.991070,180.39656,89.36415,1.00,stone and metal working,SM,Iron,,Picks,,,"Small iron blacksmith's hammer; neck of rounded rectangular section; oval central hole; blade edge flattened, narrow  impact part.  ",,"1975, 267 ",267,,,,Period 1-2?,ZP1_2,P1_2,12,,Fläche 26,male,Ma,max. 2.5   ,,,11.5,,,,,Pl. 33,Hüfingen: ORL B no. 62 a pl. 13.2. - Rheingönheim pl. 48.22-23. - Rißtissen II pl. 67.11. - Jacobi in: Ausgr. in Manching 5 (1974) pl. 1.2 (similar).
Oberstimm,L0033,31.991020,181.13588,75.32869,1.00,stone and metal working,SM,Iron slag and casting tiles,Slag,Indeterminate,,,Iron slag.,,"1975, 331",331,,upper levels,,Period 1-2?,ZP1_2,P1_2,12,,Fläche 31,male,Ma,,,,,,,,,,
Oberstimm,B0441,1.071010,69.47056,85.85985,1.00,toilet,T,Copper alloy,,Mirrors,,,Bronze mirror fragment with holes around the edge and groove decoration; front side originally tin-plated or silvered. ,,"1975, 26",26,,,,Period 1-2,P1_2,P1_2,fortifications,Finds complex 2,"Fläche 1g, predominantly fill from defence trench",male?/female?,ZMa_Fe,,8.2,,,,,,,Pl. 30,"Colly Weston Great Wood: Arch. Journal 122, 1965, 71 fig. 12.1.  Guide to the Antiquities of Roman Britain (1964) 12 fig. 5.6 (findspot unknown). - Hofheim pl. 16.50.  Mainz: Behn, Sammlung L. Marx in Mainz. Kat. West u. Süddeutscher Altertumsslg. 2 (1913) 10 fig. 13.1. - Mainz, Fintherstr.: Mainzer Zeitschr. 2425, 1929-1930, 150 fig. 9.6. - Pföring: ORL B Nr. 75 pl. 3.28. - Rottweil: P. Goessler, Arae Flaviae. Führer durch die Altertumshalle der Stadt Rottweil (1928) pl. 20.2."
Oberstimm,B0446,4.991040,90.15022,74.04700,1.00,toilet,T,Copper alloy,,Probes,,,Bronze spoon or spatula probe. club end and facetted shaft preserved; similar to B445.  ,,"1975, 66 ",66,,beneath Planum 1,,Period 1-2,P1_2,P1_2,1,,"Fläche 4, southwest corner",male?/female?,ZMa_Fe,,Club: 0.5 ,,12.1,,,,,Pl. 30,
Oberstimm,B0442,4.991050,89.30548,78.81137,1.00,toilet,T,Copper alloy,,Tweezers,,,Small bronze tweezers with robust loop with narrow bulge decoration.  ,,"1975, 67",67,,beneath Planum 1,,Period 1-2,P1_2,P1_2,1,,"Fläche 4, near west corner",male?/female?,ZMa_Fe,0.6,,,5.2,,,,,Pl. 30,E.g. Fishbourne 109 fig. 42.61-66 (not identical).
Oberstimm,B0444,19.991200,96.98762,138.46443,1.00,toilet,T,Copper alloy,,Probes,,," Small bronze probe with club end; fragment; thickening at damaged end, probably from a decorative part of the spoon,  or spatula part; round-sectioned shaft wound a round with two different coloured wires,  only partly preserved. Material analysis RGZM: probe of bronze (copper + tin); reddish wire wound around shaft seemingly pure copper, der white polished one of silver.  ",,"1975, 185",185,,Planum 1,,Period 1-2,P1_2,P1_2,3?,,Fläche 19,male?/female?,ZMa_Fe,,,,7.7,,,,,Pl. 30,"Caerleon: Archaeologia 78, 1928, 165 fig.  14.36. - Newstead pl. 93.13. - Silchester: G. C. Boon, Roman Silchester (1957) 105 fig. 15.8. - Rißtissen I pl. 28.460. "
Oberstimm,B0451,21.991020,99.23771,92.96163,1.00,toilet,T,Copper alloy,,Ligulae,,,"Small bronze spatula or ear cleaner; thin round-sectioned shaft, one end hammered flat, the other broken.  ",,"1975, 225 ",225,,beneath a stone layer,,Period 1-2,P1_2,P1_2,1,,"Fläche 21, 2.5 m from east and 2.5 m from north",male?/female?,ZMa_Fe,,,,13.9,,,,,Pl. 31,London: Guide to the Antiquities of Roman Britain (1964) 12 fig. 5.4. - Rheingönheim pl. 42.15. 
Oberstimm,W0031,99.991050,124.44237,108.95856,1.00,toilet,T,Copper alloy,,Probes,,,Bronze probe with club-shaped terminal; spoon probably broken. ,,,,,,,Period 1-2,P1_2,P1_2,7,,"Building 7, NW area (Witz 1911 - Area B)",male?/female?,ZMa_Fe,,,,10.5,,,,,"Witz, 1911, Blatt 4 no.1","Witz, 1911, 14 no. 31 [B.1]. Parallel: ORL Zugmantel XI. lower group; Hofheim ? Ritterling pl. III.47-48. "
